model,p2_id,cell,value
llama31-8b,g24p2_066,ADM+,71.51947948782002
llama31-8b,g24p2_066,ADM-,78.09303993760767
llama31-8b,g24p2_066,CF+,50.24337855702421
llama31-8b,g24p2_066,CF-,48.21995449456968
llama31-8b,g24p2_066,EXC+,45.130444360674424
llama31-8b,g24p2_066,EXC-,44.83576429911791
llama31-8b,g24p2_066,MNR+,53.52911954980695
llama31-8b,g24p2_066,MNR-,53.03419949907258
llama31-8b,g24p2_066,RND+,52.248599891918936
llama31-8b,g24p2_066,RND-,50.8017201134072
llama31-8b,g24p2_066,STR+,49.0337566979924
llama31-8b,g24p2_066,STR-,48.283596428941095
llama31-8b,g24p2_066,Y0,83.40816451458545
llama31-8b,g24p2_067,ADM+,99.0411730735346
llama31-8b,g24p2_067,ADM-,2.6061263419049236
llama31-8b,g24p2_067,CF+,0.7697475937978442
llama31-8b,g24p2_067,CF-,0.036585812116204375
llama31-8b,g24p2_067,EXC+,37.13450798409284
llama31-8b,g24p2_067,EXC-,7.749992201651285
llama31-8b,g24p2_067,MNR+,18.435185035580805
llama31-8b,g24p2_067,MNR-,38.79652969274154
llama31-8b,g24p2_067,RND+,55.55171155369891
llama31-8b,g24p2_067,RND-,55.54791874084848
llama31-8b,g24p2_067,STR+,35.293093876494346
llama31-8b,g24p2_067,STR-,47.32760185319873
llama31-8b,g24p2_067,Y0,21.044002160300675
llama31-8b,g24p2_068,ADM+,38.48275180876123
llama31-8b,g24p2_068,ADM-,42.294679954837285
llama31-8b,g24p2_068,CF+,7.9828872785464755
llama31-8b,g24p2_068,CF-,9.67350393333249
llama31-8b,g24p2_068,EXC+,15.340080825912935
llama31-8b,g24p2_068,EXC-,11.737540642663236
llama31-8b,g24p2_068,MNR+,3.5308243426381356
llama31-8b,g24p2_068,MNR-,8.301004638678275
llama31-8b,g24p2_068,RND+,53.08235591779013
llama31-8b,g24p2_068,RND-,53.38198329976663
llama31-8b,g24p2_068,STR+,9.626445792867662
llama31-8b,g24p2_068,STR-,0.6507006272179597
llama31-8b,g24p2_068,Y0,3.2789209811309563
llama31-8b,g24p2_069,ADM+,98.3416646180425
llama31-8b,g24p2_069,ADM-,44.69448882620556
llama31-8b,g24p2_069,CF+,55.55259053484213
llama31-8b,g24p2_069,CF-,55.552503244713996
llama31-8b,g24p2_069,EXC+,49.91104665207366
llama31-8b,g24p2_069,EXC-,50.320030688144435
llama31-8b,g24p2_069,MNR+,36.50353670184905
llama31-8b,g24p2_069,MNR-,41.68957575897239
llama31-8b,g24p2_069,RND+,55.55443342542669
llama31-8b,g24p2_069,RND-,55.5542112294885
llama31-8b,g24p2_069,STR+,21.659177292376672
llama31-8b,g24p2_069,STR-,53.443335977332346
llama31-8b,g24p2_069,Y0,95.07819287890591
llama31-8b,g24p2_070,ADM+,95.46458366379424
llama31-8b,g24p2_070,ADM-,97.25042261189574
llama31-8b,g24p2_070,CF+,55.55311049141147
llama31-8b,g24p2_070,CF-,45.98334774374726
llama31-8b,g24p2_070,EXC+,93.12922227689836
llama31-8b,g24p2_070,EXC-,90.90251988111034
llama31-8b,g24p2_070,MNR+,19.978514366285555
llama31-8b,g24p2_070,MNR-,37.70564406251581
llama31-8b,g24p2_070,RND+,55.553669707440385
llama31-8b,g24p2_070,RND-,55.55160426550782
llama31-8b,g24p2_070,STR+,25.596918990422378
llama31-8b,g24p2_070,STR-,91.41317016893389
llama31-8b,g24p2_070,Y0,99.8905855447005
llama31-8b,g24p2_071,ADM+,89.61399246778248
llama31-8b,g24p2_071,ADM-,89.79440527443785
llama31-8b,g24p2_071,CF+,82.72976251616242
llama31-8b,g24p2_071,CF-,81.47609175769654
llama31-8b,g24p2_071,EXC+,58.23559212458604
llama31-8b,g24p2_071,EXC-,53.394579783435695
llama31-8b,g24p2_071,MNR+,54.56804464827386
llama31-8b,g24p2_071,MNR-,53.34997691230311
llama31-8b,g24p2_071,RND+,82.57325768210306
llama31-8b,g24p2_071,RND-,82.26360078522629
llama31-8b,g24p2_071,STR+,52.84927095948561
llama31-8b,g24p2_071,STR-,60.39946848108369
llama31-8b,g24p2_071,Y0,56.9971925917235
llama31-8b,g24p2_072,ADM+,95.42750471108273
llama31-8b,g24p2_072,ADM-,90.05142093512757
llama31-8b,g24p2_072,CF+,84.63971963401912
llama31-8b,g24p2_072,CF-,54.906943268170075
llama31-8b,g24p2_072,EXC+,54.90993090373442
llama31-8b,g24p2_072,EXC-,96.17457209233342
llama31-8b,g24p2_072,MNR+,49.37110148244292
llama31-8b,g24p2_072,MNR-,32.55001664479474
llama31-8b,g24p2_072,RND+,54.388953228059876
llama31-8b,g24p2_072,RND-,84.71671012949102
llama31-8b,g24p2_072,STR+,26.544833325085808
llama31-8b,g24p2_072,STR-,54.44075163450728
llama31-8b,g24p2_072,Y0,91.01549375465245
llama31-8b,g24p2_073,ADM+,93.9439665940128
llama31-8b,g24p2_073,ADM-,4.343778068402283
llama31-8b,g24p2_073,CF+,0.47709597350012234
llama31-8b,g24p2_073,CF-,18.563861177111793
llama31-8b,g24p2_073,EXC+,2.321405509305185
llama31-8b,g24p2_073,EXC-,2.4306709082722007
llama31-8b,g24p2_073,MNR+,1.0239369334748947
llama31-8b,g24p2_073,MNR-,7.321927341976353
llama31-8b,g24p2_073,RND+,0.6481764498468732
llama31-8b,g24p2_073,RND-,30.144312906623824
llama31-8b,g24p2_073,STR+,46.293243685252975
llama31-8b,g24p2_073,STR-,46.301636274827196
llama31-8b,g24p2_073,Y0,0.29027217640285263
llama31-8b,g24p2_074,ADM+,93.39865222928233
llama31-8b,g24p2_074,ADM-,84.08047288834995
llama31-8b,g24p2_074,CF+,20.12447777062662
llama31-8b,g24p2_074,CF-,22.440909281688143
llama31-8b,g24p2_074,EXC+,52.00538710607369
llama31-8b,g24p2_074,EXC-,42.2115517029266
llama31-8b,g24p2_074,MNR+,54.128550010671965
llama31-8b,g24p2_074,MNR-,54.147200846537224
llama31-8b,g24p2_074,RND+,44.44933361894425
llama31-8b,g24p2_074,RND-,55.5548602146133
llama31-8b,g24p2_074,STR+,53.80045170035466
llama31-8b,g24p2_074,STR-,52.922583512327215
llama31-8b,g24p2_074,Y0,47.465369727255435
llama31-8b,g24p2_075,ADM+,94.0528094480898
llama31-8b,g24p2_075,ADM-,92.72325992002288
llama31-8b,g24p2_075,CF+,0.15031915238272223
llama31-8b,g24p2_075,CF-,0.1208346927805149
llama31-8b,g24p2_075,EXC+,16.712039167138826
llama31-8b,g24p2_075,EXC-,83.2450486807598
llama31-8b,g24p2_075,MNR+,54.2389457175543
llama31-8b,g24p2_075,MNR-,54.08488920827835
llama31-8b,g24p2_075,RND+,50.32989187611531
llama31-8b,g24p2_075,RND-,55.5546920113229
llama31-8b,g24p2_075,STR+,54.40878259625368
llama31-8b,g24p2_075,STR-,31.676435920965574
llama31-8b,g24p2_075,Y0,90.81446848845827
llama31-8b,g24p2_076,ADM+,99.37880209274151
llama31-8b,g24p2_076,ADM-,93.94936891728284
llama31-8b,g24p2_076,CF+,86.6402065404723
llama31-8b,g24p2_076,CF-,0.15212522380997653
llama31-8b,g24p2_076,EXC+,3.892511373855809
llama31-8b,g24p2_076,EXC-,74.49072229127988
llama31-8b,g24p2_076,MNR+,56.24736502111392
llama31-8b,g24p2_076,MNR-,85.84655499436973
llama31-8b,g24p2_076,RND+,55.55334595269976
llama31-8b,g24p2_076,RND-,0.35379883934789086
llama31-8b,g24p2_076,STR+,86.96709606922472
llama31-8b,g24p2_076,STR-,63.520844402793585
llama31-8b,g24p2_076,Y0,79.07884109736453
llama31-8b,g24p2_077,ADM+,20.74057339158601
llama31-8b,g24p2_077,ADM-,71.58458647843887
llama31-8b,g24p2_077,CF+,0.024020352571110175
llama31-8b,g24p2_077,CF-,22.233052137409015
llama31-8b,g24p2_077,EXC+,52.10195540507613
llama31-8b,g24p2_077,EXC-,46.93141815092395
llama31-8b,g24p2_077,MNR+,18.633347029783202
llama31-8b,g24p2_077,MNR-,27.087672583855852
llama31-8b,g24p2_077,RND+,22.245207254632835
llama31-8b,g24p2_077,RND-,20.556362912980088
llama31-8b,g24p2_077,STR+,43.50011278697564
llama31-8b,g24p2_077,STR-,46.859186839801936
llama31-8b,g24p2_077,Y0,4.5807606975289685
llama31-8b,g24p2_079,ADM+,94.05506643831379
llama31-8b,g24p2_079,ADM-,98.33696261599772
llama31-8b,g24p2_079,CF+,55.48052102446554
llama31-8b,g24p2_079,CF-,44.4510863217633
llama31-8b,g24p2_079,EXC+,60.0925793664023
llama31-8b,g24p2_079,EXC-,5.857098319254732
llama31-8b,g24p2_079,MNR+,80.9164093965914
llama31-8b,g24p2_079,MNR-,55.554821842506506
llama31-8b,g24p2_079,RND+,53.66535084507757
llama31-8b,g24p2_079,RND-,55.55250307825553
llama31-8b,g24p2_079,STR+,87.09477232309592
llama31-8b,g24p2_079,STR-,87.89679130572868
llama31-8b,g24p2_079,Y0,99.56804852252525
llama31-8b,g24p2_081,ADM+,96.33761469718443
llama31-8b,g24p2_081,ADM-,7.406464563100395
llama31-8b,g24p2_081,CF+,55.55159041368439
llama31-8b,g24p2_081,CF-,0.325119772583902
llama31-8b,g24p2_081,EXC+,56.014728401392695
llama31-8b,g24p2_081,EXC-,1.3890810126924462
llama31-8b,g24p2_081,MNR+,53.62662118678704
llama31-8b,g24p2_081,MNR-,93.42409899685146
llama31-8b,g24p2_081,RND+,55.553785603677206
llama31-8b,g24p2_081,RND-,55.550640465369156
llama31-8b,g24p2_081,STR+,52.5614512949012
llama31-8b,g24p2_081,STR-,0.9549191815650122
llama31-8b,g24p2_081,Y0,95.05685357205513
llama31-8b,g24p2_082,ADM+,88.88902608757539
llama31-8b,g24p2_082,ADM-,95.4242899149058
llama31-8b,g24p2_082,CF+,44.45616776793693
llama31-8b,g24p2_082,CF-,44.45031795000071
llama31-8b,g24p2_082,EXC+,49.21838200974207
llama31-8b,g24p2_082,EXC-,45.31129913055528
llama31-8b,g24p2_082,MNR+,12.653516610107657
llama31-8b,g24p2_082,MNR-,26.563783477119934
llama31-8b,g24p2_082,RND+,44.450401453246435
llama31-8b,g24p2_082,RND-,44.44682377085657
llama31-8b,g24p2_082,STR+,47.3499688165272
llama31-8b,g24p2_082,STR-,41.338648948193764
llama31-8b,g24p2_082,Y0,53.85854133577601
llama31-8b,g24p2_083,ADM+,91.90752569205394
llama31-8b,g24p2_083,ADM-,91.74822273423541
llama31-8b,g24p2_083,CF+,49.95252128589532
llama31-8b,g24p2_083,CF-,49.805109765075905
llama31-8b,g24p2_083,EXC+,50.829690363766886
llama31-8b,g24p2_083,EXC-,51.21697395965946
llama31-8b,g24p2_083,MNR+,53.39359986651771
llama31-8b,g24p2_083,MNR-,2.6898934410661477
llama31-8b,g24p2_083,RND+,44.450325475379614
llama31-8b,g24p2_083,RND-,49.06187277969251
llama31-8b,g24p2_083,STR+,53.64371581408247
llama31-8b,g24p2_083,STR-,46.58305426845399
llama31-8b,g24p2_083,Y0,52.48504584715738
llama31-8b,g24p2_084,ADM+,7.378426100725251
llama31-8b,g24p2_084,ADM-,9.514903252839797
llama31-8b,g24p2_084,CF+,60.9992410682062
llama31-8b,g24p2_084,CF-,61.891848760996496
llama31-8b,g24p2_084,EXC+,4.222467726133117
llama31-8b,g24p2_084,EXC-,7.561140526381487
llama31-8b,g24p2_084,MNR+,12.10433554611187
llama31-8b,g24p2_084,MNR-,18.020747946655657
llama31-8b,g24p2_084,RND+,61.479447885111604
llama31-8b,g24p2_084,RND-,54.221090803989256
llama31-8b,g24p2_084,STR+,41.96608853052575
llama31-8b,g24p2_084,STR-,46.320200684584854
llama31-8b,g24p2_084,Y0,82.28194791784873
llama31-8b,g24p2_085,ADM+,95.42049942385448
llama31-8b,g24p2_085,ADM-,99.9633811657986
llama31-8b,g24p2_085,CF+,44.456751361243654
llama31-8b,g24p2_085,CF-,47.21693190822221
llama31-8b,g24p2_085,EXC+,89.08211081652873
llama31-8b,g24p2_085,EXC-,75.47087573192316
llama31-8b,g24p2_085,MNR+,54.42895215385918
llama31-8b,g24p2_085,MNR-,87.4376350843783
llama31-8b,g24p2_085,RND+,44.46074115395936
llama31-8b,g24p2_085,RND-,53.79345940127595
llama31-8b,g24p2_085,STR+,87.04161633276229
llama31-8b,g24p2_085,STR-,89.67916896779589
llama31-8b,g24p2_085,Y0,90.03162514576644
llama31-8b,g24p2_087,ADM+,88.8857542118687
llama31-8b,g24p2_087,ADM-,99.96129317718014
llama31-8b,g24p2_087,CF+,44.44774276955872
llama31-8b,g24p2_087,CF-,44.44840573120213
llama31-8b,g24p2_087,EXC+,55.5525037795825
llama31-8b,g24p2_087,EXC-,56.524768490714116
llama31-8b,g24p2_087,MNR+,44.449184199416614
llama31-8b,g24p2_087,MNR-,42.024231372624854
llama31-8b,g24p2_087,RND+,44.44698875458175
llama31-8b,g24p2_087,RND-,44.446945282976195
llama31-8b,g24p2_087,STR+,2.146779282372252
llama31-8b,g24p2_087,STR-,74.12441408907824
llama31-8b,g24p2_087,Y0,95.47634203946254
llama31-8b,g24p2_088,ADM+,3.636582941645834
llama31-8b,g24p2_088,ADM-,93.52947666661099
llama31-8b,g24p2_088,CF+,54.75401398299253
llama31-8b,g24p2_088,CF-,0.43806664077291063
llama31-8b,g24p2_088,EXC+,49.88894583960663
llama31-8b,g24p2_088,EXC-,45.030633879127
llama31-8b,g24p2_088,MNR+,77.47746672573797
llama31-8b,g24p2_088,MNR-,99.8781715029555
llama31-8b,g24p2_088,RND+,0.3244852289814362
llama31-8b,g24p2_088,RND-,55.54945923762724
llama31-8b,g24p2_088,STR+,52.78977128159111
llama31-8b,g24p2_088,STR-,56.07294309759005
llama31-8b,g24p2_088,Y0,91.3491805002353
llama31-8b,g24p2_089,ADM+,95.72997964747108
llama31-8b,g24p2_089,ADM-,89.85462554173996
llama31-8b,g24p2_089,CF+,0.30561839095013943
llama31-8b,g24p2_089,CF-,56.82630379489083
llama31-8b,g24p2_089,EXC+,89.76053773173606
llama31-8b,g24p2_089,EXC-,95.18119796296328
llama31-8b,g24p2_089,MNR+,54.6818661135639
llama31-8b,g24p2_089,MNR-,55.554235830060655
llama31-8b,g24p2_089,RND+,0.2865595541576536
llama31-8b,g24p2_089,RND-,55.546375116258396
llama31-8b,g24p2_089,STR+,53.05083716890437
llama31-8b,g24p2_089,STR-,52.41790534392587
llama31-8b,g24p2_089,Y0,85.03499825553332
llama31-8b,g24p2_091,ADM+,96.98695775694567
llama31-8b,g24p2_091,ADM-,94.40850329682469
llama31-8b,g24p2_091,CF+,0.10556182339066973
llama31-8b,g24p2_091,CF-,0.09366606308504337
llama31-8b,g24p2_091,EXC+,37.147983399838736
llama31-8b,g24p2_091,EXC-,23.9970216594111
llama31-8b,g24p2_091,MNR+,4.065286921474916
llama31-8b,g24p2_091,MNR-,25.9965539368536
llama31-8b,g24p2_091,RND+,44.44835235254712
llama31-8b,g24p2_091,RND-,0.11531735322900054
llama31-8b,g24p2_091,STR+,46.40219887596502
llama31-8b,g24p2_091,STR-,40.85493915948214
llama31-8b,g24p2_091,Y0,88.88041116677472
llama31-8b,g24p2_092,ADM+,97.23929481511226
llama31-8b,g24p2_092,ADM-,91.28331164718458
llama31-8b,g24p2_092,CF+,50.92784602585986
llama31-8b,g24p2_092,CF-,57.33738034602652
llama31-8b,g24p2_092,EXC+,80.11077300681228
llama31-8b,g24p2_092,EXC-,88.96657199315972
llama31-8b,g24p2_092,MNR+,53.18200176110777
llama31-8b,g24p2_092,MNR-,99.92931130230835
llama31-8b,g24p2_092,RND+,55.55441356924432
llama31-8b,g24p2_092,RND-,52.93893683652215
llama31-8b,g24p2_092,STR+,54.12490987822039
llama31-8b,g24p2_092,STR-,52.54056558932034
llama31-8b,g24p2_092,Y0,14.564234630681783
llama31-8b,g24p2_093,ADM+,87.46765461781368
llama31-8b,g24p2_093,ADM-,87.31717882449126
llama31-8b,g24p2_093,CF+,55.5556552449225
llama31-8b,g24p2_093,CF-,55.55460577634714
llama31-8b,g24p2_093,EXC+,50.30865087242219
llama31-8b,g24p2_093,EXC-,73.60012598718049
llama31-8b,g24p2_093,MNR+,87.670918524211
llama31-8b,g24p2_093,MNR-,86.75659231057493
llama31-8b,g24p2_093,RND+,55.55386931513645
llama31-8b,g24p2_093,RND-,55.555635509594396
llama31-8b,g24p2_093,STR+,51.797830375238476
llama31-8b,g24p2_093,STR-,44.66005716939725
llama31-8b,g24p2_093,Y0,1.5662068382734693
llama31-8b,g24p2_094,ADM+,96.68016122632817
llama31-8b,g24p2_094,ADM-,96.36639506696544
llama31-8b,g24p2_094,CF+,53.11438166661068
llama31-8b,g24p2_094,CF-,53.88440393001579
llama31-8b,g24p2_094,EXC+,80.68418414345412
llama31-8b,g24p2_094,EXC-,81.88968064143438
llama31-8b,g24p2_094,MNR+,54.15183686107883
llama31-8b,g24p2_094,MNR-,77.76655478696134
llama31-8b,g24p2_094,RND+,53.42774998373885
llama31-8b,g24p2_094,RND-,86.64450123924536
llama31-8b,g24p2_094,STR+,53.40191198861899
llama31-8b,g24p2_094,STR-,59.36190516552054
llama31-8b,g24p2_094,Y0,89.36493745588449
llama31-8b,g24p2_096,ADM+,76.37336505216707
llama31-8b,g24p2_096,ADM-,22.229890839073917
llama31-8b,g24p2_096,CF+,44.44912865095721
llama31-8b,g24p2_096,CF-,56.566318478660165
llama31-8b,g24p2_096,EXC+,80.90914703172876
llama31-8b,g24p2_096,EXC-,34.042821343966835
llama31-8b,g24p2_096,MNR+,85.94225295312654
llama31-8b,g24p2_096,MNR-,66.66510577126732
llama31-8b,g24p2_096,RND+,44.44673842804045
llama31-8b,g24p2_096,RND-,22.236687841956822
llama31-8b,g24p2_096,STR+,83.11316669153878
llama31-8b,g24p2_096,STR-,0.10177027757371751
llama31-8b,g24p2_096,Y0,57.934840112284256
llama31-8b,g24p2_098,ADM+,97.49423235603868
llama31-8b,g24p2_098,ADM-,4.471125673449752
llama31-8b,g24p2_098,CF+,44.453056341081215
llama31-8b,g24p2_098,CF-,55.54932900890013
llama31-8b,g24p2_098,EXC+,47.59485286635418
llama31-8b,g24p2_098,EXC-,46.7576991213404
llama31-8b,g24p2_098,MNR+,52.13163898203405
llama31-8b,g24p2_098,MNR-,0.9594702183862405
llama31-8b,g24p2_098,RND+,44.45661359090289
llama31-8b,g24p2_098,RND-,55.55147499710038
llama31-8b,g24p2_098,STR+,50.59386482579865
llama31-8b,g24p2_098,STR-,51.442799359040364
llama31-8b,g24p2_098,Y0,19.018660515742756
llama31-8b,g24p2_099,ADM+,7.838008760687024
llama31-8b,g24p2_099,ADM-,5.552058220181176
llama31-8b,g24p2_099,CF+,55.542534515804114
llama31-8b,g24p2_099,CF-,55.5490461820957
llama31-8b,g24p2_099,EXC+,1.4753331381086392
llama31-8b,g24p2_099,EXC-,0.12282099658425147
llama31-8b,g24p2_099,MNR+,38.543616282703915
llama31-8b,g24p2_099,MNR-,0.12071520627041434
llama31-8b,g24p2_099,RND+,55.54725865176392
llama31-8b,g24p2_099,RND-,55.54991815442095
llama31-8b,g24p2_099,STR+,0.6145066234058529
llama31-8b,g24p2_099,STR-,46.17934517165443
llama31-8b,g24p2_099,Y0,0.1300286108886144
llama31-8b,g24p2_101,ADM+,98.73383703288832
llama31-8b,g24p2_101,ADM-,10.322675611739534
llama31-8b,g24p2_101,CF+,55.54688319704462
llama31-8b,g24p2_101,CF-,55.54706140383715
llama31-8b,g24p2_101,EXC+,41.33033120471547
llama31-8b,g24p2_101,EXC-,37.4974073737091
llama31-8b,g24p2_101,MNR+,0.9178388108292442
llama31-8b,g24p2_101,MNR-,42.421873929535515
llama31-8b,g24p2_101,RND+,44.45067103231349
llama31-8b,g24p2_101,RND-,55.547944862623666
llama31-8b,g24p2_101,STR+,49.95324363539288
llama31-8b,g24p2_101,STR-,49.83221424168412
llama31-8b,g24p2_101,Y0,97.88134119617965
llama31-8b,g24p2_102,ADM+,6.345633423537091
llama31-8b,g24p2_102,ADM-,3.3645435348680834
llama31-8b,g24p2_102,CF+,50.49219312934005
llama31-8b,g24p2_102,CF-,37.422553358015115
llama31-8b,g24p2_102,EXC+,39.92769803217967
llama31-8b,g24p2_102,EXC-,44.824881221362176
llama31-8b,g24p2_102,MNR+,51.639208824114306
llama31-8b,g24p2_102,MNR-,40.873830483873434
llama31-8b,g24p2_102,RND+,45.18685487944857
llama31-8b,g24p2_102,RND-,51.25769840640312
llama31-8b,g24p2_102,STR+,50.14223147104747
llama31-8b,g24p2_102,STR-,47.37528428629326
llama31-8b,g24p2_102,Y0,24.889187151415573
llama31-8b,g24p2_103,ADM+,90.23910565196702
llama31-8b,g24p2_103,ADM-,89.51729344111331
llama31-8b,g24p2_103,CF+,55.55439132513499
llama31-8b,g24p2_103,CF-,55.554725855609604
llama31-8b,g24p2_103,EXC+,48.046093633966436
llama31-8b,g24p2_103,EXC-,46.39599151348558
llama31-8b,g24p2_103,MNR+,51.3629323485643
llama31-8b,g24p2_103,MNR-,21.496948318183957
llama31-8b,g24p2_103,RND+,52.425573607494904
llama31-8b,g24p2_103,RND-,55.55509741219447
llama31-8b,g24p2_103,STR+,42.08923028534297
llama31-8b,g24p2_103,STR-,88.42330801735378
llama31-8b,g24p2_103,Y0,48.03948947030344
llama31-8b,g24p2_104,ADM+,94.75629459608872
llama31-8b,g24p2_104,ADM-,7.887832822046726
llama31-8b,g24p2_104,CF+,26.195054850573364
llama31-8b,g24p2_104,CF-,54.14414711059471
llama31-8b,g24p2_104,EXC+,53.461332901895396
llama31-8b,g24p2_104,EXC-,10.710399974993974
llama31-8b,g24p2_104,MNR+,90.91044333751987
llama31-8b,g24p2_104,MNR-,0.6172180399226262
llama31-8b,g24p2_104,RND+,85.57447736107149
llama31-8b,g24p2_104,RND-,55.49818679426777
llama31-8b,g24p2_104,STR+,87.32018226369834
llama31-8b,g24p2_104,STR-,87.92617225396364
llama31-8b,g24p2_104,Y0,89.69633749617319
llama31-8b,g24p2_105,ADM+,85.88723932951251
llama31-8b,g24p2_105,ADM-,88.02320244408587
llama31-8b,g24p2_105,CF+,36.54186776910794
llama31-8b,g24p2_105,CF-,58.59909251404398
llama31-8b,g24p2_105,EXC+,49.434172007142394
llama31-8b,g24p2_105,EXC-,53.81079781686701
llama31-8b,g24p2_105,MNR+,55.55468713339053
llama31-8b,g24p2_105,MNR-,54.2977348902031
llama31-8b,g24p2_105,RND+,38.61375555765607
llama31-8b,g24p2_105,RND-,88.88546928037371
llama31-8b,g24p2_105,STR+,50.51042715343775
llama31-8b,g24p2_105,STR-,54.48016795841102
llama31-8b,g24p2_105,Y0,73.52820466669269
llama31-8b,g24p2_107,ADM+,89.22710810202678
llama31-8b,g24p2_107,ADM-,87.32363044838426
llama31-8b,g24p2_107,CF+,52.425663596703224
llama31-8b,g24p2_107,CF-,88.1054898628122
llama31-8b,g24p2_107,EXC+,76.54484075000255
llama31-8b,g24p2_107,EXC-,70.7897029310548
llama31-8b,g24p2_107,MNR+,62.54181348757326
llama31-8b,g24p2_107,MNR-,87.30308999782856
llama31-8b,g24p2_107,RND+,54.739212593559394
llama31-8b,g24p2_107,RND-,54.72755943440055
llama31-8b,g24p2_107,STR+,53.51529605372777
llama31-8b,g24p2_107,STR-,64.22533634507278
llama31-8b,g24p2_107,Y0,81.42977302299329
llama31-8b,g24p2_108,ADM+,45.88949424746807
llama31-8b,g24p2_108,ADM-,18.12890449937119
llama31-8b,g24p2_108,CF+,88.85677983568553
llama31-8b,g24p2_108,CF-,88.8727447072535
llama31-8b,g24p2_108,EXC+,48.993688457774034
llama31-8b,g24p2_108,EXC-,39.468026437350474
llama31-8b,g24p2_108,MNR+,88.894399317214
llama31-8b,g24p2_108,MNR-,85.18039385028919
llama31-8b,g24p2_108,RND+,69.99543344916957
llama31-8b,g24p2_108,RND-,80.33596990960294
llama31-8b,g24p2_108,STR+,80.39071095070594
llama31-8b,g24p2_108,STR-,80.78211068412028
llama31-8b,g24p2_108,Y0,89.14438019022768
llama31-8b,g24p2_110,ADM+,97.50710642935879
llama31-8b,g24p2_110,ADM-,65.91906203930326
llama31-8b,g24p2_110,CF+,44.44963781575506
llama31-8b,g24p2_110,CF-,85.44536472703925
llama31-8b,g24p2_110,EXC+,40.24203668550982
llama31-8b,g24p2_110,EXC-,85.4466177491133
llama31-8b,g24p2_110,MNR+,55.55435091896621
llama31-8b,g24p2_110,MNR-,76.37433283892642
llama31-8b,g24p2_110,RND+,55.55317581725099
llama31-8b,g24p2_110,RND-,44.4526775060465
llama31-8b,g24p2_110,STR+,39.368291366715354
llama31-8b,g24p2_110,STR-,85.49964791129685
llama31-8b,g24p2_110,Y0,87.74739672952533
llama31-8b,g24p2_111,ADM+,7.19298451870544
llama31-8b,g24p2_111,ADM-,11.629747197780286
llama31-8b,g24p2_111,CF+,55.552009418274146
llama31-8b,g24p2_111,CF-,73.68307330386773
llama31-8b,g24p2_111,EXC+,49.82976644148519
llama31-8b,g24p2_111,EXC-,45.578125271379456
llama31-8b,g24p2_111,MNR+,96.42137394320005
llama31-8b,g24p2_111,MNR-,10.944948776111122
llama31-8b,g24p2_111,RND+,55.55487598972087
llama31-8b,g24p2_111,RND-,55.554617386125294
llama31-8b,g24p2_111,STR+,39.46743680390506
llama31-8b,g24p2_111,STR-,36.6736272654111
llama31-8b,g24p2_111,Y0,21.338255753569033
llama31-8b,g24p2_112,ADM+,97.25133574381101
llama31-8b,g24p2_112,ADM-,7.313952210692672
llama31-8b,g24p2_112,CF+,44.46228141212923
llama31-8b,g24p2_112,CF-,55.5561497960321
llama31-8b,g24p2_112,EXC+,51.30658876079933
llama31-8b,g24p2_112,EXC-,12.100971669892262
llama31-8b,g24p2_112,MNR+,54.011293704416104
llama31-8b,g24p2_112,MNR-,53.891133506305756
llama31-8b,g24p2_112,RND+,55.55506963685841
llama31-8b,g24p2_112,RND-,55.55646799403785
llama31-8b,g24p2_112,STR+,55.55521408013721
llama31-8b,g24p2_112,STR-,53.09026112887986
llama31-8b,g24p2_112,Y0,83.10177366738654
llama31-8b,g24p2_113,ADM+,97.74096260440365
llama31-8b,g24p2_113,ADM-,20.071189249159463
llama31-8b,g24p2_113,CF+,66.43445838381945
llama31-8b,g24p2_113,CF-,66.14218734084913
llama31-8b,g24p2_113,EXC+,88.55161949307416
llama31-8b,g24p2_113,EXC-,78.98865749090977
llama31-8b,g24p2_113,MNR+,58.23889592563497
llama31-8b,g24p2_113,MNR-,91.55878906799019
llama31-8b,g24p2_113,RND+,52.609052334270935
llama31-8b,g24p2_113,RND-,63.78368538036045
llama31-8b,g24p2_113,STR+,22.3058420957701
llama31-8b,g24p2_113,STR-,88.19304140355138
llama31-8b,g24p2_113,Y0,95.1293165851608
llama31-8b,g24p2_114,ADM+,94.4409283120333
llama31-8b,g24p2_114,ADM-,98.32963991236338
llama31-8b,g24p2_114,CF+,43.58665769092362
llama31-8b,g24p2_114,CF-,0.8139259844678963
llama31-8b,g24p2_114,EXC+,52.0486247477426
llama31-8b,g24p2_114,EXC-,99.9615069186629
llama31-8b,g24p2_114,MNR+,93.39550980993754
llama31-8b,g24p2_114,MNR-,95.62198826998258
llama31-8b,g24p2_114,RND+,0.5093932242503123
llama31-8b,g24p2_114,RND-,0.24626444623552773
llama31-8b,g24p2_114,STR+,51.67292198073348
llama31-8b,g24p2_114,STR-,44.0509492860419
llama31-8b,g24p2_114,Y0,97.95951356447507
llama31-8b,g24p2_115,ADM+,96.3623145960768
llama31-8b,g24p2_115,ADM-,99.95802556855051
llama31-8b,g24p2_115,CF+,0.10696086592684376
llama31-8b,g24p2_115,CF-,0.07590402910891916
llama31-8b,g24p2_115,EXC+,52.55280526098951
llama31-8b,g24p2_115,EXC-,9.752557545886823
llama31-8b,g24p2_115,MNR+,46.06634139083775
