model,p2_id,item_id,arm,kind,value
mistral-small-24b,g24p2_170,g24p2_170_plus,plus,strong_exclude_post,19.936098731029094
mistral-small-24b,g24p2_170,g24p2_170_plus,plus,counterfactual_delete_post,45.7570323029398
mistral-small-24b,g24p2_170,g24p2_170_minus,minus,admit_post,99.82235487275284
mistral-small-24b,g24p2_170,g24p2_170_minus,minus,exclude_post,38.19232825963327
mistral-small-24b,g24p2_170,g24p2_170_minus,minus,strong_exclude_post,33.44587716902835
mistral-small-24b,g24p2_170,g24p2_170_minus,minus,counterfactual_delete_post,41.09149275756554
mistral-small-24b,g24p2_171,g24p2_171_plus,plus,base,19.992525810283684
mistral-small-24b,g24p2_171,g24p2_171_plus,plus,admit_post,99.85712646335924
mistral-small-24b,g24p2_171,g24p2_171_plus,plus,exclude_post,21.62475540552698
mistral-small-24b,g24p2_171,g24p2_171_plus,plus,strong_exclude_post,17.9318544884422
mistral-small-24b,g24p2_171,g24p2_171_plus,plus,counterfactual_delete_post,24.435257554610956
mistral-small-24b,g24p2_171,g24p2_171_minus,minus,admit_post,7.1005354014895765
mistral-small-24b,g24p2_171,g24p2_171_minus,minus,exclude_post,2.0169459872574795
mistral-small-24b,g24p2_171,g24p2_171_minus,minus,strong_exclude_post,36.633564366224284
mistral-small-24b,g24p2_171,g24p2_171_minus,minus,counterfactual_delete_post,32.88851592667038
mistral-small-24b,g24p2_172,g24p2_172_plus,plus,base,99.37451055883815
mistral-small-24b,g24p2_172,g24p2_172_plus,plus,admit_post,97.9435503920656
mistral-small-24b,g24p2_172,g24p2_172_plus,plus,exclude_post,29.88790251614519
mistral-small-24b,g24p2_172,g24p2_172_plus,plus,strong_exclude_post,31.932120027493834
mistral-small-24b,g24p2_172,g24p2_172_plus,plus,counterfactual_delete_post,27.66643802098595
mistral-small-24b,g24p2_172,g24p2_172_minus,minus,admit_post,0.04881953603165022
mistral-small-24b,g24p2_172,g24p2_172_minus,minus,exclude_post,45.09646233585439
mistral-small-24b,g24p2_172,g24p2_172_minus,minus,strong_exclude_post,30.14624233626762
mistral-small-24b,g24p2_172,g24p2_172_minus,minus,counterfactual_delete_post,32.70505799436189
mistral-small-24b,g24p2_174,g24p2_174_plus,plus,base,79.45083776811266
mistral-small-24b,g24p2_174,g24p2_174_plus,plus,admit_post,99.760308643304
mistral-small-24b,g24p2_174,g24p2_174_plus,plus,exclude_post,67.94113940958313
mistral-small-24b,g24p2_174,g24p2_174_plus,plus,strong_exclude_post,89.20159807133203
mistral-small-24b,g24p2_174,g24p2_174_plus,plus,counterfactual_delete_post,88.8779315234566
mistral-small-24b,g24p2_174,g24p2_174_minus,minus,admit_post,99.61771098923556
mistral-small-24b,g24p2_174,g24p2_174_minus,minus,exclude_post,23.091640441800518
mistral-small-24b,g24p2_174,g24p2_174_minus,minus,strong_exclude_post,89.20736229664948
mistral-small-24b,g24p2_174,g24p2_174_minus,minus,counterfactual_delete_post,87.16632596808734
mistral-small-24b,g24p2_175,g24p2_175_plus,plus,base,78.73074670749756
mistral-small-24b,g24p2_175,g24p2_175_plus,plus,admit_post,99.657909993994
mistral-small-24b,g24p2_175,g24p2_175_plus,plus,exclude_post,10.365190883019558
mistral-small-24b,g24p2_175,g24p2_175_plus,plus,strong_exclude_post,49.08157958437028
mistral-small-24b,g24p2_175,g24p2_175_plus,plus,counterfactual_delete_post,68.12983004766954
mistral-small-24b,g24p2_175,g24p2_175_minus,minus,admit_post,6.000716214771335
mistral-small-24b,g24p2_175,g24p2_175_minus,minus,exclude_post,0.12922666876869554
mistral-small-24b,g24p2_175,g24p2_175_minus,minus,strong_exclude_post,55.469114877536555
mistral-small-24b,g24p2_175,g24p2_175_minus,minus,counterfactual_delete_post,48.26331562357381
mistral-small-24b,g24p2_176,g24p2_176_plus,plus,base,99.73240590978337
mistral-small-24b,g24p2_176,g24p2_176_plus,plus,admit_post,99.90897039616546
mistral-small-24b,g24p2_176,g24p2_176_plus,plus,exclude_post,25.487905459545107
mistral-small-24b,g24p2_176,g24p2_176_plus,plus,strong_exclude_post,99.65529143922107
mistral-small-24b,g24p2_176,g24p2_176_plus,plus,counterfactual_delete_post,98.53914744103442
mistral-small-24b,g24p2_176,g24p2_176_minus,minus,admit_post,6.247571776446577
mistral-small-24b,g24p2_176,g24p2_176_minus,minus,exclude_post,27.439026323116984
mistral-small-24b,g24p2_176,g24p2_176_minus,minus,strong_exclude_post,95.80881342914964
mistral-small-24b,g24p2_176,g24p2_176_minus,minus,counterfactual_delete_post,8.143976938415822
mistral-small-24b,g24p2_177,g24p2_177_plus,plus,base,99.5202234780403
mistral-small-24b,g24p2_177,g24p2_177_plus,plus,admit_post,98.780807627211
mistral-small-24b,g24p2_177,g24p2_177_plus,plus,exclude_post,54.82199794980856
mistral-small-24b,g24p2_177,g24p2_177_plus,plus,strong_exclude_post,99.19590040694295
mistral-small-24b,g24p2_177,g24p2_177_plus,plus,counterfactual_delete_post,93.51560786316051
mistral-small-24b,g24p2_177,g24p2_177_minus,minus,admit_post,11.73026262682924
mistral-small-24b,g24p2_177,g24p2_177_minus,minus,exclude_post,51.3207550253459
mistral-small-24b,g24p2_177,g24p2_177_minus,minus,strong_exclude_post,85.48434150967526
mistral-small-24b,g24p2_177,g24p2_177_minus,minus,counterfactual_delete_post,59.18154524222981
mistral-small-24b,g24p2_178,g24p2_178_plus,plus,base,14.753467657833404
mistral-small-24b,g24p2_178,g24p2_178_plus,plus,admit_post,99.185218290256
mistral-small-24b,g24p2_178,g24p2_178_plus,plus,exclude_post,7.558258525453599
mistral-small-24b,g24p2_178,g24p2_178_plus,plus,strong_exclude_post,0.5066907358803525
mistral-small-24b,g24p2_178,g24p2_178_plus,plus,counterfactual_delete_post,1.1569108822546466
mistral-small-24b,g24p2_178,g24p2_178_minus,minus,admit_post,9.926955584171136
mistral-small-24b,g24p2_178,g24p2_178_minus,minus,exclude_post,19.508645362295795
mistral-small-24b,g24p2_178,g24p2_178_minus,minus,strong_exclude_post,0.729187508856829
mistral-small-24b,g24p2_178,g24p2_178_minus,minus,counterfactual_delete_post,0.8138521338089788
mistral-small-24b,g24p2_179,g24p2_179_plus,plus,base,7.504707473254742
mistral-small-24b,g24p2_179,g24p2_179_plus,plus,admit_post,99.9337772377287
mistral-small-24b,g24p2_179,g24p2_179_plus,plus,exclude_post,19.533876091596188
mistral-small-24b,g24p2_179,g24p2_179_plus,plus,strong_exclude_post,18.504830541433595
mistral-small-24b,g24p2_179,g24p2_179_plus,plus,counterfactual_delete_post,38.56365053871793
mistral-small-24b,g24p2_179,g24p2_179_minus,minus,admit_post,0.053323304180112586
mistral-small-24b,g24p2_179,g24p2_179_minus,minus,exclude_post,26.8818118716885
mistral-small-24b,g24p2_179,g24p2_179_minus,minus,strong_exclude_post,20.01816628196706
mistral-small-24b,g24p2_179,g24p2_179_minus,minus,counterfactual_delete_post,38.05228260697972
mistral-small-24b,g24p2_180,g24p2_180_plus,plus,base,0.6294980527156747
mistral-small-24b,g24p2_180,g24p2_180_plus,plus,admit_post,99.87371318799325
mistral-small-24b,g24p2_180,g24p2_180_plus,plus,exclude_post,35.82497068093043
mistral-small-24b,g24p2_180,g24p2_180_plus,plus,strong_exclude_post,46.094190921776075
mistral-small-24b,g24p2_180,g24p2_180_plus,plus,counterfactual_delete_post,60.556295517113966
mistral-small-24b,g24p2_180,g24p2_180_minus,minus,admit_post,99.92000273558716
mistral-small-24b,g24p2_180,g24p2_180_minus,minus,exclude_post,33.03107703361648
mistral-small-24b,g24p2_180,g24p2_180_minus,minus,strong_exclude_post,43.413684623805466
mistral-small-24b,g24p2_180,g24p2_180_minus,minus,counterfactual_delete_post,31.604711607665674
mistral-small-24b,g24p2_181,g24p2_181_plus,plus,base,0.24026237765512548
mistral-small-24b,g24p2_181,g24p2_181_plus,plus,admit_post,99.54536538096123
mistral-small-24b,g24p2_181,g24p2_181_plus,plus,exclude_post,0.26733925487798715
mistral-small-24b,g24p2_181,g24p2_181_plus,plus,strong_exclude_post,0.4945427529727929
mistral-small-24b,g24p2_181,g24p2_181_plus,plus,counterfactual_delete_post,5.544780427373045
mistral-small-24b,g24p2_181,g24p2_181_minus,minus,admit_post,0.052997987128978324
mistral-small-24b,g24p2_181,g24p2_181_minus,minus,exclude_post,2.7933055937878852
mistral-small-24b,g24p2_181,g24p2_181_minus,minus,strong_exclude_post,3.3223377017701115
mistral-small-24b,g24p2_181,g24p2_181_minus,minus,counterfactual_delete_post,7.7136123880664735
mistral-small-24b,g24p2_184,g24p2_184_plus,plus,base,4.047620535431095
mistral-small-24b,g24p2_184,g24p2_184_plus,plus,admit_post,99.54175454349468
mistral-small-24b,g24p2_184,g24p2_184_plus,plus,exclude_post,31.896292602631256
mistral-small-24b,g24p2_184,g24p2_184_plus,plus,strong_exclude_post,5.327020022022666
mistral-small-24b,g24p2_184,g24p2_184_plus,plus,counterfactual_delete_post,25.74499784646513
mistral-small-24b,g24p2_184,g24p2_184_minus,minus,admit_post,0.055536421995508206
mistral-small-24b,g24p2_184,g24p2_184_minus,minus,exclude_post,13.709817818940577
mistral-small-24b,g24p2_184,g24p2_184_minus,minus,strong_exclude_post,4.97122883464226
mistral-small-24b,g24p2_184,g24p2_184_minus,minus,counterfactual_delete_post,11.042747352574168
mistral-small-24b,g24p2_185,g24p2_185_plus,plus,base,0.26946199109113134
mistral-small-24b,g24p2_185,g24p2_185_plus,plus,admit_post,99.93351127789063
mistral-small-24b,g24p2_185,g24p2_185_plus,plus,exclude_post,24.112786267581562
mistral-small-24b,g24p2_185,g24p2_185_plus,plus,strong_exclude_post,85.28853282777078
mistral-small-24b,g24p2_185,g24p2_185_plus,plus,counterfactual_delete_post,31.797245695339168
mistral-small-24b,g24p2_185,g24p2_185_minus,minus,admit_post,0.06265468027379863
mistral-small-24b,g24p2_185,g24p2_185_minus,minus,exclude_post,41.79207296200157
mistral-small-24b,g24p2_185,g24p2_185_minus,minus,strong_exclude_post,37.99327965551034
mistral-small-24b,g24p2_185,g24p2_185_minus,minus,counterfactual_delete_post,47.3575771134554
mistral-small-24b,g24p2_186,g24p2_186_plus,plus,base,3.764233665009028
mistral-small-24b,g24p2_186,g24p2_186_plus,plus,admit_post,99.50507805314629
mistral-small-24b,g24p2_186,g24p2_186_plus,plus,exclude_post,4.856231310313393
mistral-small-24b,g24p2_186,g24p2_186_plus,plus,strong_exclude_post,11.14014382802704
mistral-small-24b,g24p2_186,g24p2_186_plus,plus,counterfactual_delete_post,12.041698244959552
mistral-small-24b,g24p2_186,g24p2_186_minus,minus,admit_post,5.090927990239054
mistral-small-24b,g24p2_186,g24p2_186_minus,minus,exclude_post,18.5239381818181
mistral-small-24b,g24p2_186,g24p2_186_minus,minus,strong_exclude_post,8.208771503412514
mistral-small-24b,g24p2_186,g24p2_186_minus,minus,counterfactual_delete_post,12.84487063404209
mistral-small-24b,g24p2_187,g24p2_187_plus,plus,base,26.004706927582163
mistral-small-24b,g24p2_187,g24p2_187_plus,plus,admit_post,99.93092392959949
mistral-small-24b,g24p2_187,g24p2_187_plus,plus,exclude_post,0.06383503127104734
mistral-small-24b,g24p2_187,g24p2_187_plus,plus,strong_exclude_post,12.986983998316012
mistral-small-24b,g24p2_187,g24p2_187_plus,plus,counterfactual_delete_post,27.10578326187589
mistral-small-24b,g24p2_187,g24p2_187_minus,minus,admit_post,0.1257053379615892
mistral-small-24b,g24p2_187,g24p2_187_minus,minus,exclude_post,5.338064312443789
mistral-small-24b,g24p2_187,g24p2_187_minus,minus,strong_exclude_post,2.1603945882546793
mistral-small-24b,g24p2_187,g24p2_187_minus,minus,counterfactual_delete_post,3.162966093711345
mistral-small-24b,g24p2_189,g24p2_189_plus,plus,base,76.78187627976888
mistral-small-24b,g24p2_189,g24p2_189_plus,plus,admit_post,99.90539674029577
mistral-small-24b,g24p2_189,g24p2_189_plus,plus,exclude_post,19.890247660618133
mistral-small-24b,g24p2_189,g24p2_189_plus,plus,strong_exclude_post,65.17789934546587
mistral-small-24b,g24p2_189,g24p2_189_plus,plus,counterfactual_delete_post,51.57607323341033
mistral-small-24b,g24p2_189,g24p2_189_minus,minus,admit_post,13.223502975267806
mistral-small-24b,g24p2_189,g24p2_189_minus,minus,exclude_post,25.284489632949196
mistral-small-24b,g24p2_189,g24p2_189_minus,minus,strong_exclude_post,40.04883392210872
mistral-small-24b,g24p2_189,g24p2_189_minus,minus,counterfactual_delete_post,60.8203790248975
mistral-small-24b,g24p2_190,g24p2_190_plus,plus,base,7.878939720402264
mistral-small-24b,g24p2_190,g24p2_190_plus,plus,admit_post,99.93811198117729
mistral-small-24b,g24p2_190,g24p2_190_plus,plus,exclude_post,15.546715793669598
mistral-small-24b,g24p2_190,g24p2_190_plus,plus,strong_exclude_post,21.266456314759093
mistral-small-24b,g24p2_190,g24p2_190_plus,plus,counterfactual_delete_post,38.55440487880629
mistral-small-24b,g24p2_190,g24p2_190_minus,minus,admit_post,6.8560410580490245
mistral-small-24b,g24p2_190,g24p2_190_minus,minus,exclude_post,6.481934458366249
mistral-small-24b,g24p2_190,g24p2_190_minus,minus,strong_exclude_post,24.222185662763067
mistral-small-24b,g24p2_190,g24p2_190_minus,minus,counterfactual_delete_post,39.2732104276856
mistral-small-24b,g24p2_191,g24p2_191_plus,plus,base,30.225208489234205
mistral-small-24b,g24p2_191,g24p2_191_plus,plus,admit_post,35.174521957450615
mistral-small-24b,g24p2_191,g24p2_191_plus,plus,exclude_post,47.25333725504489
mistral-small-24b,g24p2_191,g24p2_191_plus,plus,strong_exclude_post,47.8636109281519
mistral-small-24b,g24p2_191,g24p2_191_plus,plus,counterfactual_delete_post,47.91870264319572
mistral-small-24b,g24p2_191,g24p2_191_minus,minus,admit_post,0.1681947374997266
mistral-small-24b,g24p2_191,g24p2_191_minus,minus,exclude_post,37.596145786469386
mistral-small-24b,g24p2_191,g24p2_191_minus,minus,strong_exclude_post,47.28388586406985
mistral-small-24b,g24p2_191,g24p2_191_minus,minus,counterfactual_delete_post,48.1527725500659
mistral-small-24b,g24p2_192,g24p2_192_plus,plus,base,5.261130160174172
mistral-small-24b,g24p2_192,g24p2_192_plus,plus,admit_post,95.98559336845993
mistral-small-24b,g24p2_192,g24p2_192_plus,plus,exclude_post,7.030111166148203
mistral-small-24b,g24p2_192,g24p2_192_plus,plus,strong_exclude_post,52.25013455728244
mistral-small-24b,g24p2_192,g24p2_192_plus,plus,counterfactual_delete_post,35.856653142734714
mistral-small-24b,g24p2_192,g24p2_192_minus,minus,admit_post,21.19076991985361
mistral-small-24b,g24p2_192,g24p2_192_minus,minus,exclude_post,5.258139971552014
mistral-small-24b,g24p2_192,g24p2_192_minus,minus,strong_exclude_post,34.408837572568835
mistral-small-24b,g24p2_192,g24p2_192_minus,minus,counterfactual_delete_post,30.112402085735773
mistral-small-24b,g24p2_193,g24p2_193_plus,plus,base,79.98320963258108
mistral-small-24b,g24p2_193,g24p2_193_plus,plus,admit_post,93.04211974661865
mistral-small-24b,g24p2_193,g24p2_193_plus,plus,exclude_post,29.53554158104164
mistral-small-24b,g24p2_193,g24p2_193_plus,plus,strong_exclude_post,26.545682352674664
mistral-small-24b,g24p2_193,g24p2_193_plus,plus,counterfactual_delete_post,34.673193353505646
mistral-small-24b,g24p2_193,g24p2_193_minus,minus,admit_post,26.653386302006194
mistral-small-24b,g24p2_193,g24p2_193_minus,minus,exclude_post,4.448346329799212
mistral-small-24b,g24p2_193,g24p2_193_minus,minus,strong_exclude_post,48.966777408763
mistral-small-24b,g24p2_193,g24p2_193_minus,minus,counterfactual_delete_post,60.64576979078255
mistral-small-24b,g24p2_194,g24p2_194_plus,plus,base,9.773884489257556
mistral-small-24b,g24p2_194,g24p2_194_plus,plus,admit_post,99.8025578484784
mistral-small-24b,g24p2_194,g24p2_194_plus,plus,exclude_post,11.120538548412753
mistral-small-24b,g24p2_194,g24p2_194_plus,plus,strong_exclude_post,31.35539806871307
mistral-small-24b,g24p2_194,g24p2_194_plus,plus,counterfactual_delete_post,34.131387478759535
mistral-small-24b,g24p2_194,g24p2_194_minus,minus,admit_post,0.3708435269001827
mistral-small-24b,g24p2_194,g24p2_194_minus,minus,exclude_post,22.262548307179845
mistral-small-24b,g24p2_194,g24p2_194_minus,minus,strong_exclude_post,29.723270073042208
mistral-small-24b,g24p2_194,g24p2_194_minus,minus,counterfactual_delete_post,34.08122692678338
mistral-small-24b,g24p2_196,g24p2_196_plus,plus,base,27.078671931282436
mistral-small-24b,g24p2_196,g24p2_196_plus,plus,admit_post,99.91248751513882
mistral-small-24b,g24p2_196,g24p2_196_plus,plus,exclude_post,25.242976136051972
mistral-small-24b,g24p2_196,g24p2_196_plus,plus,strong_exclude_post,41.16474010693853
mistral-small-24b,g24p2_196,g24p2_196_plus,plus,counterfactual_delete_post,32.917751741924455
mistral-small-24b,g24p2_196,g24p2_196_minus,minus,admit_post,6.691610177773901
mistral-small-24b,g24p2_196,g24p2_196_minus,minus,exclude_post,22.64856198836737
mistral-small-24b,g24p2_196,g24p2_196_minus,minus,strong_exclude_post,12.511183802747244
mistral-small-24b,g24p2_196,g24p2_196_minus,minus,counterfactual_delete_post,41.7619065394402
mistral-small-24b,g24p2_198,g24p2_198_plus,plus,base,1.0228315211705334
mistral-small-24b,g24p2_198,g24p2_198_plus,plus,admit_post,99.95241988770886
mistral-small-24b,g24p2_198,g24p2_198_plus,plus,exclude_post,22.209049370135094
mistral-small-24b,g24p2_198,g24p2_198_plus,plus,strong_exclude_post,28.26559298413352
mistral-small-24b,g24p2_198,g24p2_198_plus,plus,counterfactual_delete_post,42.29189739045478
mistral-small-24b,g24p2_198,g24p2_198_minus,minus,admit_post,0.04173473355086285
mistral-small-24b,g24p2_198,g24p2_198_minus,minus,exclude_post,2.1140068350964483
mistral-small-24b,g24p2_198,g24p2_198_minus,minus,strong_exclude_post,19.63200820492321
mistral-small-24b,g24p2_198,g24p2_198_minus,minus,counterfactual_delete_post,17.695403353173525
mistral-small-24b,g24p2_200,g24p2_200_plus,plus,base,69.55406712461291
mistral-small-24b,g24p2_200,g24p2_200_plus,plus,admit_post,98.98110077152216
mistral-small-24b,g24p2_200,g24p2_200_plus,plus,exclude_post,50.86228106014484
mistral-small-24b,g24p2_200,g24p2_200_plus,plus,strong_exclude_post,34.58229570951019
mistral-small-24b,g24p2_200,g24p2_200_plus,plus,counterfactual_delete_post,42.165367591942285
mistral-small-24b,g24p2_200,g24p2_200_minus,minus,admit_post,15.314828882153153
mistral-small-24b,g24p2_200,g24p2_200_minus,minus,exclude_post,8.202719915341484
mistral-small-24b,g24p2_200,g24p2_200_minus,minus,strong_exclude_post,36.127036089576414
mistral-small-24b,g24p2_200,g24p2_200_minus,minus,counterfactual_delete_post,60.69378838244207
mistral-small-24b,g24p2_201,g24p2_201_plus,plus,base,3.0370830904207695
mistral-small-24b,g24p2_201,g24p2_201_plus,plus,admit_post,18.407544682701726
mistral-small-24b,g24p2_201,g24p2_201_plus,plus,exclude_post,0.05229422368831559
mistral-small-24b,g24p2_201,g24p2_201_plus,plus,strong_exclude_post,0.23976865562834535
mistral-small-24b,g24p2_201,g24p2_201_plus,plus,counterfactual_delete_post,1.2602085801382787
mistral-small-24b,g24p2_201,g24p2_201_minus,minus,admit_post,6.621272091409976
mistral-small-24b,g24p2_201,g24p2_201_minus,minus,exclude_post,2.634911547020126
mistral-small-24b,g24p2_201,g24p2_201_minus,minus,strong_exclude_post,0.30295577305325616
mistral-small-24b,g24p2_201,g24p2_201_minus,minus,counterfactual_delete_post,0.5543907911121579
mistral-small-24b,g24p2_202,g24p2_202_plus,plus,base,0.5052600499988301
mistral-small-24b,g24p2_202,g24p2_202_plus,plus,admit_post,8.045807139000658
mistral-small-24b,g24p2_202,g24p2_202_plus,plus,exclude_post,0.6812132703462864
mistral-small-24b,g24p2_202,g24p2_202_plus,plus,strong_exclude_post,3.355631772075645
mistral-small-24b,g24p2_202,g24p2_202_plus,plus,counterfactual_delete_post,5.81574886321562
mistral-small-24b,g24p2_202,g24p2_202_minus,minus,admit_post,5.75153315005589
mistral-small-24b,g24p2_202,g24p2_202_minus,minus,exclude_post,3.3099195433311213
mistral-small-24b,g24p2_202,g24p2_202_minus,minus,strong_exclude_post,1.2300058532865072
mistral-small-24b,g24p2_202,g24p2_202_minus,minus,counterfactual_delete_post,6.047823899994393
mistral-small-24b,g24p2_203,g24p2_203_plus,plus,base,11.227947430542578
mistral-small-24b,g24p2_203,g24p2_203_plus,plus,admit_post,96.53986552501343
mistral-small-24b,g24p2_203,g24p2_203_plus,plus,exclude_post,30.7239168748131
mistral-small-24b,g24p2_203,g24p2_203_plus,plus,strong_exclude_post,12.910584703676657
mistral-small-24b,g24p2_203,g24p2_203_plus,plus,counterfactual_delete_post,46.211176442679
mistral-small-24b,g24p2_203,g24p2_203_minus,minus,admit_post,6.926288839581238
mistral-small-24b,g24p2_203,g24p2_203_minus,minus,exclude_post,3.170507620918893
mistral-small-24b,g24p2_203,g24p2_203_minus,minus,strong_exclude_post,37.6380028932551
mistral-small-24b,g24p2_203,g24p2_203_minus,minus,counterfactual_delete_post,46.83524748397159
mistral-small-24b,g24p2_204,g24p2_204_plus,plus,base,81.36207692365672
mistral-small-24b,g24p2_204,g24p2_204_plus,plus,admit_post,91.21159755709421
mistral-small-24b,g24p2_204,g24p2_204_plus,plus,exclude_post,26.310262324891617
mistral-small-24b,g24p2_204,g24p2_204_plus,plus,strong_exclude_post,46.008762839782946
mistral-small-24b,g24p2_204,g24p2_204_plus,plus,counterfactual_delete_post,62.053402108737856
mistral-small-24b,g24p2_204,g24p2_204_minus,minus,admit_post,77.87185122584258
mistral-small-24b,g24p2_204,g24p2_204_minus,minus,exclude_post,25.343329290071225
mistral-small-24b,g24p2_204,g24p2_204_minus,minus,strong_exclude_post,73.41001595617223
mistral-small-24b,g24p2_204,g24p2_204_minus,minus,counterfactual_delete_post,61.69987357213063
mistral-small-24b,g24p2_207,g24p2_207_plus,plus,base,29.952272418261007
mistral-small-24b,g24p2_207,g24p2_207_plus,plus,admit_post,50.870580765767244
mistral-small-24b,g24p2_207,g24p2_207_plus,plus,exclude_post,8.988222493555515
mistral-small-24b,g24p2_207,g24p2_207_plus,plus,strong_exclude_post,35.42991914063284
mistral-small-24b,g24p2_207,g24p2_207_plus,plus,counterfactual_delete_post,37.271171581108405
mistral-small-24b,g24p2_207,g24p2_207_minus,minus,admit_post,14.064284311451715
mistral-small-24b,g24p2_207,g24p2_207_minus,minus,exclude_post,7.065951346587665
mistral-small-24b,g24p2_207,g24p2_207_minus,minus,strong_exclude_post,25.517382585512447
mistral-small-24b,g24p2_207,g24p2_207_minus,minus,counterfactual_delete_post,28.282331931997625
mistral-small-24b,g24p2_208,g24p2_208_plus,plus,base,8.207037724180358
mistral-small-24b,g24p2_208,g24p2_208_plus,plus,admit_post,99.44039792951972
mistral-small-24b,g24p2_208,g24p2_208_plus,plus,exclude_post,26.897609281533768
mistral-small-24b,g24p2_208,g24p2_208_plus,plus,strong_exclude_post,36.26117012635979
mistral-small-24b,g24p2_208,g24p2_208_plus,plus,counterfactual_delete_post,32.99035603292711
mistral-small-24b,g24p2_208,g24p2_208_minus,minus,admit_post,7.3185758932753755
mistral-small-24b,g24p2_208,g24p2_208_minus,minus,exclude_post,28.366866621753175
mistral-small-24b,g24p2_208,g24p2_208_minus,minus,strong_exclude_post,28.318927916719574
mistral-small-24b,g24p2_208,g24p2_208_minus,minus,counterfactual_delete_post,29.8369317256963
mistral-small-24b,g24p2_211,g24p2_211_plus,plus,base,13.40076285911876
mistral-small-24b,g24p2_211,g24p2_211_plus,plus,admit_post,99.83585286404093
mistral-small-24b,g24p2_211,g24p2_211_plus,plus,exclude_post,36.118474308933244
mistral-small-24b,g24p2_211,g24p2_211_plus,plus,strong_exclude_post,33.25950126047077
mistral-small-24b,g24p2_211,g24p2_211_plus,plus,counterfactual_delete_post,39.37816430416766
mistral-small-24b,g24p2_211,g24p2_211_minus,minus,admit_post,8.762569994448661
mistral-small-24b,g24p2_211,g24p2_211_minus,minus,exclude_post,21.294511116490852
mistral-small-24b,g24p2_211,g24p2_211_minus,minus,strong_exclude_post,3.9243875733434117
mistral-small-24b,g24p2_211,g24p2_211_minus,minus,counterfactual_delete_post,7.669409859447711
mistral-small-24b,g24p2_213,g24p2_213_plus,plus,base,30.732162551296906
mistral-small-24b,g24p2_213,g24p2_213_plus,plus,admit_post,12.64651311894771
mistral-small-24b,g24p2_213,g24p2_213_plus,plus,exclude_post,23.61782567520666
mistral-small-24b,g24p2_213,g24p2_213_plus,plus,strong_exclude_post,23.87752090583328
mistral-small-24b,g24p2_213,g24p2_213_plus,plus,counterfactual_delete_post,45.0976095109757
mistral-small-24b,g24p2_213,g24p2_213_minus,minus,admit_post,5.258647174729002
mistral-small-24b,g24p2_213,g24p2_213_minus,minus,exclude_post,14.792110643413688
mistral-small-24b,g24p2_213,g24p2_213_minus,minus,strong_exclude_post,28.290700936339867
mistral-small-24b,g24p2_213,g24p2_213_minus,minus,counterfactual_delete_post,29.373907695072685
mistral-small-24b,g24p2_214,g24p2_214_plus,plus,base,0.054157429133861415
mistral-small-24b,g24p2_214,g24p2_214_plus,plus,admit_post,99.76649823288251
mistral-small-24b,g24p2_214,g24p2_214_plus,plus,exclude_post,16.921188439915973
mistral-small-24b,g24p2_214,g24p2_214_plus,plus,strong_exclude_post,10.016279083281193
mistral-small-24b,g24p2_214,g24p2_214_plus,plus,counterfactual_delete_post,41.63056701514381
mistral-small-24b,g24p2_214,g24p2_214_minus,minus,admit_post,19.82896895301644
mistral-small-24b,g24p2_214,g24p2_214_minus,minus,exclude_post,4.722186323949217
mistral-small-24b,g24p2_214,g24p2_214_minus,minus,strong_exclude_post,6.066322864381671
mistral-small-24b,g24p2_214,g24p2_214_minus,minus,counterfactual_delete_post,6.370358457600565
mistral-small-24b,g24p2_215,g24p2_215_plus,plus,base,56.98124065990161
mistral-small-24b,g24p2_215,g24p2_215_plus,plus,admit_post,99.82351932537375
mistral-small-24b,g24p2_215,g24p2_215_plus,plus,exclude_post,18.278239773822104
mistral-small-24b,g24p2_215,g24p2_215_plus,plus,strong_exclude_post,34.83627166869836
mistral-small-24b,g24p2_215,g24p2_215_plus,plus,counterfactual_delete_post,46.40741663307976
mistral-small-24b,g24p2_215,g24p2_215_minus,minus,admit_post,7.817583278041267
mistral-small-24b,g24p2_215,g24p2_215_minus,minus,exclude_post,0.7286547231779033
mistral-small-24b,g24p2_215,g24p2_215_minus,minus,strong_exclude_post,28.23206649104888
mistral-small-24b,g24p2_215,g24p2_215_minus,minus,counterfactual_delete_post,26.931620256478645
mistral-small-24b,g24p2_216,g24p2_216_plus,plus,base,90.7127066690788
mistral-small-24b,g24p2_216,g24p2_216_plus,plus,admit_post,99.69955542831086
mistral-small-24b,g24p2_216,g24p2_216_plus,plus,exclude_post,18.083809974440314
mistral-small-24b,g24p2_216,g24p2_216_plus,plus,strong_exclude_post,27.490282788052248
mistral-small-24b,g24p2_216,g24p2_216_plus,plus,counterfactual_delete_post,87.36182345832766
mistral-small-24b,g24p2_216,g24p2_216_minus,minus,admit_post,77.4401388363571
mistral-small-24b,g24p2_216,g24p2_216_minus,minus,exclude_post,2.281064184763766
mistral-small-24b,g24p2_216,g24p2_216_minus,minus,strong_exclude_post,12.722541717205921
mistral-small-24b,g24p2_216,g24p2_216_minus,minus,counterfactual_delete_post,47.17166914305768
mistral-small-24b,g24p2_217,g24p2_217_plus,plus,base,78.35754345245368
mistral-small-24b,g24p2_217,g24p2_217_plus,plus,admit_post,98.09880168916384
mistral-small-24b,g24p2_217,g24p2_217_plus,plus,exclude_post,9.538718630760297
mistral-small-24b,g24p2_217,g24p2_217_plus,plus,strong_exclude_post,85.57566561822951
